song,play_count,title,release,artist_name,song_era
SOADZTK12AB01843B6,4,Official Girl [Feat. Lil' Wayne] (Album Version),Official Girl [Feat. Lil Wayne],Cassie,0
SOADZWN12A8C136C60,8,You Got Lucky,Greatest Hits,Tom Petty And The Heartbreakers,1980
SOAEAPQ12A8AE4633A,2,Friends Of P. (Album Version),Rhino Hi-Five: '90s Alternative,The Rentals,0
SOAEAQE12A8C13F7EC,1,Sweet Dreams,Nice 90s,La Bouche,1990
SOAEAQF12A8C13A937,10,Mary,Fumbling Towards Ecstasy,Sarah McLachlan,1990
SOAEBEK12A58A7AF3A,1,Mothers Talk,Songs From The Big Chair,Tears For Fears,1980
SOAEBXV12A6D4F7D7F,1,Tramps And Thieves,Masters Of Rock,The Quireboys,1995
SOAECLL12A58A7E668,3,Deireadh An Tuath,The Celts,Enya,1985
SOAECLM12A58A7AF45,1,Caricature,Trilateral Progression,Neuraxis,2005
SOAECNB12A8C139D2A,5,Dance With Me,Collective Force,3rd Force,2000
SOAECYA12A6701C5DD,1,Show You Featuring Jenna G,In At The Deep End,Roll Deep,2005
SOAEDLD12A8C139B8C,3,Give Judy My Notice,Songs For Silverman,Ben Folds,2000
SOAEEMQ12A8C142D36,2,The Ecstasy Of Gold,S & M,Metallica,1985
SOAEEND12A8C13D8BD,3,Thrills,b-sides and rarities,Cake,2005
SOAEEVH12A58A7B93F,2,Straight Lines,Suzanne Vega,Suzanne Vega,1985
SOAEEXF12A8C13E49F,3,Graveyard Girl,Saturdays = Youth,M83,2005
SOAEFZH12AB0179EF3,2,Compulsion,Kingdom Of Rust,Doves,2005
SOAEGDM12A8C131C75,6,This Ain't My First Rodeo,10 Years Of Greatest Hits,Vern Gosdin,0
SOAEGFL12AF729E371,5,Silver Inches,A Day Without Rain,Enya,2000
SOAEGIH12A6D4F8B51,3,I Can't Decide,Ta Dah,Scissor Sisters,2005
SOAEGLT12AB0183975,5,Por Culpa De La Humedad,Cajas De Música Difíciles De Parar,Nacho Vegas,2000
SOAEGMV12A8C1455F2,2,Blink Of An Eye (Alternative),Voyeur,Berlin,2000
SOAEHEX12A8C13EFA4,43,Dead And Gone [feat. Justin Timberlake] (Explicit Album Version),Paper Trail,T.I.,2005
SOAEHSL12A8C135685,5,Radioactive (Four Assassins),Wu-Tang Iron Flag,Wu-Tang Clan,2000
SOAEIDM12A6D4F8463,10,Victim Of The Crime,Everything Is Everything,Phoenix,0
SOAEIDT12AF729DCF8,1,Everything Means Nothing To Me,Figure 8,Elliott Smith,0
SOAEIFH12A6D4F6D9D,1,Deeper And Deeper (2003 Digital Remaster),All Systems Go,Vinnie Vincent Invasion,1985
SOAEIFW12A8C1391E4,8,Michael,Michael,Franz Ferdinand,2000
SOAEJAC12A58A7C609,5,Trátame Suavemente,El Ultimo Concierto A,Soda Stereo,1980
SOAEJIN12A58A75D97,1,Cycle,Waiters On The Dance,Julian Jay Savarin,2000
SOAEJNB12A8C13F64D,10,Free Love,Cage The Elephant,Cage The Elephant,2005
SOAEJSE12A8C1419F1,14,Our Friend Lazarus Sleeps,Lovers' Requiem,I Am Ghost,2005
SOAEJTI12A8C145051,1,Shogun [with fade_ for special edition],Shogun,Trivium,2005
SOAEJUZ12A58A788ED,2,Spittin' Pollaseeds (edited version) (feat. Dub C & Kokane),Laugh Now_ Cry Later,Ice Cube feat. Dub C & Kokane,0
SOAEJVN12A8C14346F,1,Words,Save Me_ San Francisco,Train,2005
SOAEKCM12A8C13BCAB,1,Science,The Casket Letters,Monkey Swallows The Universe,2005
SOAEKIE12A6701FEAD,1,Parasito,Apocalypshit,Molotov,1995
SOAEKUY12A6D4F6191,2,Over And Over,Statues,Moloko,2000
SOAELKO12AC4685DEC,4,Penge På Græs,Over Stok & Sten,Bikstok Røgsystem,2005
SOAELLE12AB018A891,3,Poor Man Style,Poor Man Style,Barrington Levy,1980
SOAELPJ12A67AD9E9C,13,Fat Bottom Girls,Let There Be Rockgrass,Hayseed Dixie,2000
SOAEMAV12A6D4F60A4,1,You Gonna Want Me (Tocadisco Remix),Club Nights: Live It,Tiga,0
SOAEMKS12A67ADBAE7,2,Angels,The Evolution of Robin Thicke,Robin Thicke,2005
SOAEMKU12A58A7B677,1,Ping Pong,Kats Karavan - The History Of John Peel On The Radio,Stereolab,1990
SOAEMSJ12A8C137462,1,Jed Zeppelin (Original Composition),Pickin' on Led Zeppelin_ Vol. 2 - A Bluegrass Tribute,Pickin' On Series,0
SOAEMTM12AB0182F6B,1,Fight Song,The Great Divide,Scott Stapp,2005
SOAENEU12AB01891C0,1,Thoughts On The Floor,According To Plan,I Love You But I've Chosen Darkness,2005
SOAENMN12A8C13AB78,7,Whisper of Angels,The Opera Band,Amici Forever,2000
SOAEOTW12A67AD8674,3,Gettin' Some,Block Music,Shawnna,2005
SOAEPKA12AB018367F,5,Talking In His Sleep,Secrets (Remix Package),Toni Braxton,1995
SOAEPPS12A6701F1AC,1,Neo Geisha,Eurotrash,Zeromancer,2000
SOAEPVF12A8C13722D,2,Toxic,Yael Naïm,Yael Naïm,2005
SOAEQZC12AB018525B,2,Mutha Fucka,Pasto,Babasonicos,1990
SOAERCH12AC4689108,5,Nobody Don't Dance No More (feat. NO),Stand Up And Scream,Asking Alexandria,2005
SOAERUU12A8C13F302,4,Falling Down [Live Acoustic],Unintended,Muse,0
SOAERZE12AB0181FDB,1,Kutulu (The Mad Arab Part Two),Into The Unknown,Mercyful Fate,1995
SOAESFB12A8C13573F,1,Time Travel,The Time Machine,Klaus Badelt,2000
SOAESGK12A8C138488,3,Chattahoochee,The Greatest Hits Collection,Alan Jackson,1990
SOAETAX12AB018B0FB,1,Machine Aesthetic #8,Burn the Lights Out,Lowfish,2005
SOAETMP12A8C140E7F,4,Go Places,Challengers,The New Pornographers,2005
SOAEUOK12A6D4FABE5,2,tearing up the oxygen,We_ the Vehicles,Maritime,2005
SOAEUPY12A58A79B84,2,Just Couldn't Tie Me Down,Rubber Factory,The Black Keys,2000
SOAEURY12A8C13CA33,1,Nada Es Para Siempre,Paso A Paso,Luis Fonsi,2005
SOAEUYZ12AF72A6379,2,Wasting My Time (Album Version),The White Stripes,The White Stripes,1995
SOAEVHX12A8C145E7E,1,Beijing,Wooden Arms,Patrick Watson,2005
SOAEVOG12A8C141257,16,Ground As Common As Gold,Bem-Vinda Vontade,Mice Parade,2005
SOAEVZO12A6D4F89B8,1,Soldiers,Reggae Greats,Steel Pulse,1975
SOAEWDQ12AB0180EDC,4,Jeden Morgen,Götter auf Abruf,Letzte Instanz,2000
SOAEXDG12A8AE45C9B,1,Walk Away,Always Where I Need To Be,The Kooks,0
SOAEXDV12A6701EB7A,2,Why's Everybody Always Pickin' On Me?,One Fierce Beer Coaster,Bloodhound Gang,1995
SOAEYBP12AB0184573,23,Highway 20 Ride (Album),The Foundation,Zac Brown Band,2005
SOAEYCM12A58A7CDDE,9,Hollywood Whore,Hollywood Whore,Papa Roach,2005
SOAEYPR12AF72A08BD,1,Impossible,Glory,Manafest,2005
SOAEYWC12A8C136620,6,Liefs Uit Londen,Het Eind Van Het Begin,Bløf,1995
SOAEZBT12A6701FDCA,1,Little Ghetto Boy (Live Version),These Songs For You_ Live!,Donny Hathaway,0
SOAEZCC12B0B80880E,1,Transitions,The In Sound From Way Out!,Beastie Boys,1990
SOAEZDW12A8AE46F5F,18,Second Chance (For Love),Freestyle Roots Vol. 7,Gabrielle,0
SOAEZIW12A8C13B292,1,Ship Out On The Sea,Chinatown,The Be Good Tanyas,2000
SOAFABR12AF729DC82,3,Ralph Wiggum,Hefty Fine,Bloodhound Gang,2005
SOAFAHD12AB0186F10,5,I turned you down,Second Life Syndrome,Riverside,0
SOAFAXA12A58A7BB11,15,Panty Droppa [Intro] (Album Version),Ready,Trey Songz,2005
SOAFBHF12A67020F46,1,Tora! Tora! (Album Version),Women And Children First,Van Halen,1980
SOAFBKA12A58A7ACCF,15,Voodoo,Godsmack,Godsmack,1995
SOAFBSH12AC4688920,2,Brooks Was Here,The Shawshank Redemption,Thomas Newman;Hollywood Studio Symphony,1990
SOAFBZJ12A6D4F847F,1,Nos Volveremos A Ver,El Salmon,Andres Calamaro,2000
SOAFCAS12A58A79547,2,Rise (LP Version),Vulgar Display Of Power,Pantera,1990
SOAFDFZ12A58A78D0C,1,Just Say You're Not Into It,Tales Told By Dead Friends,Mayday Parade,2005
SOAFDVI12AB017FC87,3,Fall Into You,Phil Wickham,Phil Wickham,2005
SOAFELG12A8C1323D5,12,Iconography,Blue Notebooks,Max Richter,2000
SOAFEUC12A8C13F98B,2,Disarray,Who We Are,Lifehouse,2005
SOAFEVR12AB0180F85,1,All Day Today,Superpop Venezuela,Los Amigos Invisibles,0
SOAFEXY12AC907328F,3,Heavy On Me,Say Us,Zeus,0
SOAFGGB12A8C13D34C,1,Die Romantic,Kerrang! New Breed,Aiden,2005
SOAFGKM12A8C13C91D,4,Find Out About Love,The Anthology,Bachman-Turner Overdrive,1975
SOAFGNA12A6701FE7B,1,Give You What You Want (Fa Sure),The Game,Chico DeBarge,2000
SOAFGQA12A6701F9EC,1,Song Of The Black Swan,Hang On Little Tomato,Pink Martini,2000
SOAFGWP12A8C1320E0,1,Labyrinth,Soundso,Wir Sind Helden,2005
SOAFGYY12AB01876C4,4,Critical Hit,Dub Police / Scion Sampler V.28,Emalkay,2010
SOAFHIF12AB0184446,27,The Queen of Nothing,Xs On Your Eyes,+ / - {Plus/Minus},0
SOAFHTE12AAA15E881,1,Wild Eyes,Wild Eyes,Vivian Girls,2005
SOAFHVF12AB0180BAF,1,Pode Acreditar (Meu Laiá Laiá),A Arte Do Barulho,Marcelo D2/Seu Jorge - Artista Gentilmente Cedido Pela Javali Valente,2005
SOAFIFR12A58A7BABC,2,Angels (Original Mix),Nublu Sessions,Wax Poetic Feat. Norah Jones,2000
SOAFIVV12A58A7B754,2,He Falls To Me,Origin:Orphan,The Hidden Cameras,2005
SOAFIZP12A81C223A2,1,Game Of Violence,Allegro Barbaro - Rerelease,Die Apokalyptischen Reiter,1995
SOAFJEL12A6D4FB922,14,Cantoluna,Songs From A Secret Garden,Secret Garden,1995
SOAFKAJ12AB0181B91,22,Natural's Not In It,Gang of Four Hit Pac - 5 Series,Gang Of Four,1975
SOAFKOZ12AB018E91B,1,Kick Door (feat. D-Reck_ Dirty $_ Salih & Trademark),Ackn A Azz,Wreckshop Records,0
SOAFLLJ12A8C133C8D,3,See Saw,Rejoicing In The Hands,Devendra Banhart,2000
SOAFLNZ12A67020A4B,1,Rap Song,Bridging The Gap,Black Eyed Peas / Wyclef Jean,2000
SOAFNAD12AB017FA83,2,Komboj,Samo Voo Voo,Voo Voo,2005
SOAFNQH12A58A7FB5E,2,313,Get Some,Snot,1995
SOAFNSV12A8159E996,11,Fascination,Drive Time Anthems,Alphabeat,0
SOAFNWM12A8C134883,3,Hot Child In The City (Single Version),Hot Child In The City,Nick Gilder,0
SOAFOBL12AF72A25BA,13,Grandfather Clock,Young Mountain,This Will Destroy You,2005
SOAFOGU12A58A79D75,1,Thinking About Ya,Hot Venom,Rebirth Brass Band,0
SOAFOMA12AB01869EA,2,Amore_ Amore,Grandes Exitos,Raffaella Carra,0
SOAFONA12A81C2216D,1,Bulldozer (Hellalive) (Album Version),Hellalive,Machine Head,0
SOAFOWN12A6D4FA676,29,Come Down Here  (Nazarene Crying Towel Album Version),Nazarene Crying Towel,Lost Dogs,2000
SOAFPAX12AB0187A17,6,Permanently Lonely,To Willie,Phosphorescent,2005
SOAFPAX12AF729E72E,2,DownTown,Impeach My Bush,Peaches,0
SOAFPCV12A6D4F74BD,1,I'm Beginning To Wonder,Iceman,Albert Collins,1990
SOAFPPR12A8AE46454,8,Something,Across The Universe,Jim Sturgess,2005
SOAFPSJ12A8C143045,3,Everything Up [Zizou],Yeah Ghost,Zero 7,2005
SOAFPSO12AF72A4521,9,Caroline,Believe,CREMATORY,0
SOAFPTV12AB018030B,1,Headed For Destruction,20th Century Masters: The Millennium Collection:  Best Of Jackyl,Jackyl,1990
SOAFQGA12A8C1367FA,45,I'm Still Breathing,One Of The Boys (iTunes Exclusive),Katy Perry,2005
SOAFQMR12A6D4F755A,19,Bust A Move,Waxing Off: Delicious Vinyl's Greatest Hits,Various Artists - Delicious Vinyl,1985
SOAFQQP12A58A7B709,6,Everyone Like Me,X2005,Thousand Foot Krutch,2000
SOAFQSL12A58A7C06E,8,Ate Miles From the City of Dope,Bullet Symphony: Horns and Halos #3,Andre Nickatina,0
SOAFREI12A670214C2,3,Prelude,Superhero,Brian McKnight,2000
SOAFRFY12A6D4FC6E6,1,Voice In Quartz,In Ghost Colours,Cut Copy,2005
SOAFRYN12AAF3B1CB6,5,No Hay Nada Mas,The Ecstatic,Mos Def,2005
SOAFSAC12A81C21667,1,Hard to Determine,Lifefirst:  Half The Battle,Braille,0
SOAFSDU12A8C1413C3,1,Which Way is Up?!,Fuzzy,Oz Noy,2005
SOAFSJL12AB017D792,3,Next Dimensional World,Euphoria Hard Dance Awards 2009,Technoboy,2005
SOAFSNC12A6D4FA015,5,Riddle of steel / Riders of doom,Conan the Barbarian,Basil Poledouris,1980
SOAFTCC12AB0189293,1,Turn Those Clapping Hands Into Angry Balled Fists,As The Eternal Cowboy,Against Me!,2000
SOAFTRR12AF72A8D4D,185,Harder Better Faster Stronger,Discovery,Daft Punk,2005
SOAFVEL12A6D4F982B,1,Touched The Sky,House Masters: Dennis Ferrer 2.0,Dennis Ferrer feat. Mia Tuttavilla,2005
SOAFVHB12A8AE45DD1,1,No Time 2 Waste,The Hit Collection,T-Spoon,1990
SOAFVMD12AB0188729,1,Bum bum nao se pede,Baile funk by mr catra,Mr Catra,0
SOAFVNA12A6D4F6C10,7,Top Back (Explicit Album Version),King,T.I.,2005
SOAFVWK12AB0186452,5,Bomb Inna Sodom,Reality Calling Volume. 2,Queen Omega,0
SOAFVWW12A58A7E1CB,6,Headlong,Queen Rocks,Queen,1990
SOAFWRD12A6D4F6672,5,This Godless Endeavor,This Godless Endeavor,Nevermore,2005
SOAFWVE12A8C142D13,2,Radio Ladio,Nights Out,Metronomy,2005
SOAFXYM12A8AE45E04,1,The Line Is Fine,Good Feeling,Travis,0
SOAFZMS12AB018436C,3,Keys (Instrumental),Things Go Better: Instrumentals,RJD2,0
SOAFZVD12A58A7C428,13,Pin Your Wings,In Motion,Copeland,2005
SOAGAKZ12A6D4FC480,3,One Last Sunset (remaster) (Album Version),Killswitch Engage,Killswitch Engage (ferret License),2000
SOAGARJ12AB018377B,1,Bhangra Fever,MIDIval PunditZ,Midival Punditz,2000
SOAGBTZ12AB01810C6,1,I'll Be Home On Tuesday (take 2),My Guitar And Me (1975) (Blues Reference),Hubert Sumlin,0
SOAGCCD12A81C221B4,1,Screen Man,Comfort,Failure,0
SOAGCYJ12AB017C77E,15,Wannabe In L.A,Heart On,Eagles Of Death Metal,2005
SOAGDDR12A8C13F2F0,2,Slow Burn,Downright Upright,Brian Bromberg,2005
SOAGDMQ12A8C13C304,1,For Eamonn,Celtic Twilight 2,Nightnoise,0
SOAGDSM12AB017E9AC,2,Vivid Cheek Love Song,The Runners Four,Deerhoof,2005
SOAGEDI12AB0183EDA,1,Whispering Light,Hunting My Dress,Jesca Hoop,2005
SOAGEUB12AC468D985,1,Pimeyden Kutsu (The Call of the Dark) (Album),Teraphim,Azaghal,2005
SOAGFCF12A58A7CFD6,7,Coolo,Leche,Illya Kuryaki And The Valderramas,1995
SOAGFFD12AC909761F,5,Keep It Clean,Underachievers Please Try Harder,Camera Obscura,0
SOAGFNB12AB018DE7A,2,Big Black Car,Keep An Eye On The Sky,Big Star,1975
SOAGFSC12AB01818F4,1,Two For The Price Of One,The Albums,Abba,1980
SOAGFZP12A8C136B39,10,Piano Sonata in E minor Op. 7: III.     Alla  menuetto,Grieg - Piano Works,Leif Ove Andsnes,0
SOAGGFF12AB01877D2,1,Esclavo y Amo,Libro de Amor,Los Pasteles Verdes,1995
SOAGGLN12AB018AC9B,8,Empire Ants (Feat. Little Dragon),Plastic Beach,Gorillaz,2010
SOAGHFD12A8C13F3D9,2,Steam Engenius,We Were Dead Before The Ship Even Sank,Modest Mouse,2005
SOAGHIP12A8C1401B8,1,The Night Is Mine,Private,Sinetone,0
SOAGHVB12AAA15E826,2,D.N.A.,Superset 2,Didrapest & Indra Remix,2000
SOAGIAY12AB0183D8F,26,Run Me Down,The Big Come Up,The Black Keys,2000
SOAGIWU12A8C136848,1,The Last Goodbye (Single Version),Greatest Hits,Atomic Kitten,2000
SOAGJJQ12A67020EB4,3,Victim Of Love,Into The Fire,Bryan Adams,1985
SOAGKBO12AB0186943,10,I'll Be There For You,Choice Picks,The Rembrandts,1995
SOAGKKA12AB01840B4,8,Fairy Paradise,Grey Oceans,Cocorosie,2010
SOAGKPS12A6D4FA43A,10,Mi Enfermedad,Buena Suerte,Los Rodriguez,1990
SOAGLQT12A58A7AE1A,5,My Axe,Jugganauts - The Best Of ICP,Insane Clown Posse,2000
SOAGLRX12A6D4F822B,5,I'd Love To Change The World (1998 Digital Remaster),Premium Gold Collection,Ten Years After,0
SOAGLXB12A8C132DB6,1,Pomme,Sexuality,Sebastien Tellier,2005
SOAGLYF12AB0181073,5,Savannah Red,Plutonium Blonde,Legendary Pink Dots,0
SOAGMLZ12A8C13B808,4,Life On Mars?,The Life Aquatic With Steve Zissou,Seu Jorge,2005
SOAGMVS12A8C13FD27,11,Fljotavik,The Boys Are Back,Sigur Ros,2010
SOAGNIK12AB017D37C,5,Holly Hobby,Advance Base Battery Life,Casiotone For The Painfully Alone,2005
SOAGNOI12A6D4F8CB5,1,A Tientas,Piedras,Duncan Dhu,1990
SOAGNON12AB0187FE7,1,Place I've Found (Mark Templeton Remix),Remixed,Faunts,2005
SOAGNRU12A58A7AC5C,22,It's Been Awhile (Clean Edit),The Singles,Staind,0
SOAGOFR12A6D4FB02A,1,Wooden Jesus,Temple Of The Dog,Temple Of The Dog,1990
SOAGPEB12A8C14046F,1,Nursery_ Academy,Elephant Shell,Tokyo Police Club,2005
SOAGPJZ12A58A7C293,1,Sick & Tired (Edited Version) (Clean Vox Version  ),Sick & Tired,Nappy Roots,0
SOAGPOS12A8C142A54,1,Mr. Sensitive,David Cook,David Cook,2005
SOAGRBH12A6310EB5B,2,The Easy Spell,The Easy Spell,Mos Def,2000
SOAGRCT12AB017B552,4,Positive Tension,Skins,Bloc Party,2005
SOAGRPL12A6701F667,1,Ebonics,The Big Picture,Big L,2000
SOAGSRS12A6310F2B0,1,Teardrop (Mad Professor Mazaruni Instrumental),Teardrop,Massive Attack,1995
SOAGSRW12A8C142D96,8,Limbo Rock,The Lonely Bull,Herb Alpert And The Tijuana Brass,1960
SOAGSYE12A58A7A5A7,9,"Heartbreaker/""If You Should Ever Be Lonely",The Remixes,Mariah Carey,0
SOAGSYE12A8AE47ABF,2,Jail Guitar Doors,The Clash (US Version),The Clash,1975
SOAGTAQ12A8C131A49,1,Send Me An Angel,Beyond The Thunder,Neal Schon,0
SOAGTMG12A8C13E893,7,The Prophecy,The 1st Chapter,Circus Maximus,2005
SOAGUKQ12A6701DC50,2,Long Distance,Bottled At Source - The Best Of The Source Years,Turin Brakes,2000
SOAGUOE12A58A7BC92,1,Atado A Tus Brazos,Coleccion Suprema,Lalo Rodriguez,1990
SOAGUYZ12AF72A34ED,1,That Vibe,Fyah,Kevin Lyttle,0
SOAGUZI12A8C134F00,1,Surrender,At Budokan,Cheap Trick,1975
SOAGVOY12AF72A585D,3,Don't Breathe,Who Needs Pictures,Brad Paisley,1995
SOAGWBI12A6D4F9923,1,Rock Bottom,Rock Bottom,Scooter,0
SOAGWPY12AB018CD74,4,Time Bomb,Time Bomb,Iration,0
SOAGYEY12A58A77D1D,2,Blue Hotel,Everybody Knows EP,Ryan Adams,0
SOAGYGF12AB018B0F9,1,Tides Of Time,The Soft Pack,The Soft Pack,2010
SOAGYMT12A8C143821,2,Vosotros_ Monstrous,Non-Stop Je Te Plie En Deux,We Are Wolves,2005
SOAGYNF12AB0187EEE,1,The Jezebel Spirit,New Romantics,Brian Eno And David Byrne,1980
SOAGZJY12A67ADF8B4,1,Under Pressure (1994 Digital Remaster),The Best Of 1980/1987,Queen & David Bowie,0
SOAGZXK12A6D4F9580,1,Can't Believe (Explicit LP Version),Break The Cycle,Staind,2000
SOAHBMQ12A8C13FF95,1,Pipeline,The Wonderful World of the 60's - 100 Hit Songs,Chantay's,1960
SOAHBOP12A8C13D537,2,52 Ford,Red of Tooth & Claw,Murder By Death,0
SOAHCHP12A8C13BF5C,1,Nann Ni**a (Explicit Album Version),www.thug.com,Trick Daddy,1995
SOAHCWO12AB018115F,3,FOC,Live In Japan,Rodrigo y Gabriela,2000
SOAHDDG12A6D4F95A6,1,Meu Amigo Gandhi,Entre Raices Y Antenas,Macaco,2000
SOAHDMC12A67ADE6D3,1,Who (Will Take My Place),Classics & Collectibles,Scott Walker,0
SOAHEEC12A6BD4DAA4,2,Cancer,Dressed Up As Life,Sick Puppies,2005
SOAHEGT12AAF3B495E,2,Let's Get Even,We Breed Champions,Royal Bangs,2005
SOAHEPI12AB01866BA,1,Concheperla,Hear Globally: A Cumbancha Collection,Novalima,2005
SOAHFIA12A3F1EA5DA,1,Street In The City,Anthology,Pete Townshend,1975
SOAHFWL12AF729FF83,3,Pork Soda,Pork Soda,Primus,1990
SOAHFXJ12A8C13CA07,107,It's Never Too Late (Album Version),The Vanishing Race,Air Supply,1990
SOAHFXY12A8C136722,16,Yesterday (TRS-80 Dark Circles Mix),Things Will Change - Remixes,Modwheelmood,2005
SOAHFYD12A6BD4F000,1,Te Pintaré,Lo Que No Se Da,José Mercé,2005
SOAHGBC12AB018C90B,1,Sky Diving,Traveler,Colin James,2000
SOAHHPS12A8C1317AA,10,I'm Going To Hell For This One,Never Trust A Hippy,NOFX,2005
SOAHHPW12A6D4F9808,5,Satellites,Flying Cowboys,Rickie Lee Jones,1985
SOAHHSV12A6D4F66BB,1,The Beast Within [Live],I'm Going To Tell You A Secret,Madonna,2005
SOAHHWM12A8C1434B6,1,I Walk The Streets Alone,Round Trip (Plus Bonus Tracks),Light Of The World,1980
SOAHIIL12A8C1442FF,40,Oasis,Perpetual Motion,Dave Weckl Band,2000
SOAHIRI12AB017EC4B,1,My Life For Yours (Album Version),The End Of Heartache [Special Edition],Killswitch Engage,0
SOAHJQS12A6701D40C,5,Stay,Forever My Lady,Jodeci,1990
SOAHJQY12AB018534B,6,Money Folder,Madvillainy,Madvillain,2000
SOAHJTE12A8C13958F,2,Mad Man,Your New Favorite Band,The Hives,1995
SOAHKEQ12A8C133B00,3,Intro,Sony Jazz Trios,Béla Fleck & the Flecktones,1995
SOAHKNJ12AF72A54BE,9,Floating Vibes,Astro Coast,Surfer Blood,2010
SOAHKWR12A6310E01A,1,Her Brand New Skin,Sparkle And Fade,Everclear,1995
SOAHLDN12AB0189335,1,Games For Days,Julian Plenti Is& Skyscraper,Julian Plenti,2005
SOAHLGV12AF72A6DFC,100,Adam's Song,Enema Of The State,Blink-182,1995
SOAHLHK12AB018AABF,10,They Offered Me A Deal (I Said No_ Naturally),To Bed To Battle,Look Mexico,2010
SOAHLTF12AB017F9C4,1,X-Ray Style,Rock Art & The X-Ray Style,Joe Strummer,0
SOAHLYW12A6D4F8E5B,6,Sometime (Album Version),25,Sweet Honey In The Rock,0
SOAHNRS12A8C13AE3C,1,Endless Cycle (LP Version),New York,Lou Reed,1985
SOAHOYE12AB01845B7,1,Thousand Years Of Oppression,Versus The World (Bonus Edition),Amon Amarth,2000
SOAHPAW12AB018478A,1,Allein,Der Letzte seiner Art,Afrob,2005
SOAHPFI12AB017D82F,1,Lotus,Illumination,Tristania,2005
SOAHPVM12AB018868C,3,True love,Peace in a time of war,SOJA,0
SOAHPZT12AB017DED6,6,Fight For You,Believe,Morgan Page,2010
SOAHQCZ12A67020E23,11,Danza fantastica,Varieté,Fabio Rossato,0
SOAHSCV12A6D4F672F,1,Leaving Shire (2002 Digital Remaster),The Lord Of The Rings,Bo Hansson,0
SOAHSJC12AB018BBB2,2,Noro,Daisy,Brand New,2005
SOAHTGV12A58A7C373,2,The Last Track,Again,Pnau,1995
SOAHTZL12A6D4F9EE8,4,In To You,Ma Fleur,The Cinematic Orchestra,2005
SOAHUHV12A8C136FC4,8,Side Kick,Punk-O-Rama 2,Rancid,0
SOAHUQN12A5891DCD0,1,Confirmation,When BeBop Was King!,Dizzy Gillespie,1990
SOAHUWI12AC468D680,2,Lobster Boy,Too Late... No Friends,Gob,1995
SOAHVBG12A8C1439A1,6,Anoche Soñé Contigo,Logo,Kevin Johansen,2005
SOAHVKA12A8C146C5F,2,Where The Wild Things Were,Kin Remastered,Sounds from the Ground,1995
SOAHVLJ12A58A76DD6,32,A Thousand Miles,Be Not Nobody,Vanessa Carlton,2000
SOAHVXV12AC3DF4467,1,Analog Warm,Technology,Embargo,2000
SOAHVYZ12A6D4F7EED,1,B.B. Boogie,Woke Up This Morning,B.B. King,1990
SOAHWBL12AC3DF5C8E,1,Stephanie Says,Lady & Bird,Lady & Bird,2000
SOAHWKB12A8C139A46,19,Long Distance Runner,The Long Distance Runner,Promoe,2000
SOAHWLA12AAF3B3357,1,Bye Bye Bad Man,The Stone Roses (20th Anniversary Collector's Edition),The Stone Roses,0
SOAHWNA12A8C14135A,1,Extravaganza,Unpredictable,Jamie Foxx featuring Kanye West,2005
SOAHWRJ12A6D4F8CCC,2,Last Request [Album Version],Last Request,Paolo Nutini,2005
SOAHXBD12A670214EA,1,One Advice_ Space,The Ideal Crash,dEUS,1995
SOAHXJI12A8C13B7E6,3,Burning Bright [Remix],Leave A Whisper,Shinedown,2000
SOAHXRG12A8C13BF74,2,The Lorings (Album Version),Juno B-Sides: Almost Adopted Songs ,Mateo Messina,0
SOAHXWI12A6D4FAFA8,3,Jason Phones It In,Bourne Identity,John Powell,2000
SOAHYFL12A58A7EB68,38,All Your Reasons (Album Version),Exile On Mainstream,matchbox twenty,2005
SOAHZZP12A8C14340F,2,Doomed Now,You Have No Idea What You're Getting Yourself Into,Does It Offend You_ Yeah?,2005
SOAIAAT12A8C145D49,38,Bad Moon Rising,The Complete Collection (Digital Box),Creedence Clearwater Revival,1965
SOAIADV12A6D4F887B,1,Brother Jack (Frere Jacques) (1997 Digital Remaster),At Abbey Road,Manfred Mann,0
SOAIAHI12A8C132701,1,Fly Away From Here,Just Push Play,Aerosmith,2000
SOAIAKD12A8C1330B0,1,Fairweather Friend,Vintage Violence,John Cale,1970
SOAIAWO12A8C1325EF,3,No Man Army Feat. Tom Morello,Smack My Bitch Up,Prodigy,1995
SOAIBAM12AB0185EB5,7,Heartbreak World,Some Mad Hope,Matt Nathanson,2005
SOAIBEJ12A6D4F93B6,1,Esthers,Bloodstone,Amon Tobin,2005
SOAIBLQ12A8C13D99D,1,Don't You Want Me,Dancefloor Deluxe,Alcazar,2000
SOAICBB12A6D4F594D,9,Shiver,Songs About Jane,Maroon 5,2000
SOAICHP12A6D4F5930,3,It's Electric,Garage Inc.,Metallica,1995
SOAICWY12A8C13F8C6,3,In the Circle,Planet CruCon,Crucial Conflict,2005
SOAIDAS12A6D4F6749,3,Amor Prohibido,Amor Prohibido,Selena,0
SOAIDBY12AB01807C0,1,One on One,Ariel Pink's Haunted Graffiti 8: Worn Copy,Ariel Pink's Haunted Graffiti,2000
SOAIDHL12A81C22466,1,Angel Of Night,Halcyon Days,BWO,0
SOAIDJN12A8C13A518,1,Come Home (Live With Me),Stone Love,Angie Stone,2000
